t,Ax,Ay,Az,wx,wy,wz,Bx,By,Bz,qw,qx,qy,qz,
139.3041215,-1.02,1.54,9.83,0.19,21.63,18.69,10.56,-17.06,-34.06,-0.31,0.03,-0.1,-0.95,
139.6317563,-0.59,1.35,8.24,-9.06,-23.56,25.94,7.56,-17.56,-32.5,-0.24,0,-0.09,-0.97,
139.9555871,-0.22,0.77,9.79,-10.06,31.13,14.88,4.25,-16.25,-34.06,-0.19,0.01,-0.06,-0.98,
140.2809944,-2.07,0.99,9.84,4.94,-4.94,22.19,8.69,-16,-34.5,-0.13,0.08,-0.06,-0.99,
140.6075985,0.79,1.14,10,19.19,-16.75,24.38,2.06,-17.88,-35.56,-0.06,-0.01,-0.09,-0.99,
140.9327188,-1.35,2.17,7.72,-10.81,48.31,8.56,2.38,-21.38,-31.69,0,0.08,-0.11,-0.99,
141.2635918,-1.17,1.09,10.61,-15.63,-35.44,30.75,5.56,-19.25,-33.56,0.07,0.09,-0.07,-0.99,
141.5845695,0.08,0.93,8.86,-2.13,-14.88,24.94,-5.25,-18.06,-34.69,0.16,0,-0.06,-0.99,
141.9095733,-1.72,0.34,10.65,1.75,43.81,-1.56,-3.38,-15.69,-36.69,0.19,0.07,-0.04,-0.98,
142.2383335,0.05,1.51,9.5,17,1.88,-6.06,-2,-18.56,-35.25,0.19,0.07,-0.08,-0.98,
142.561579,-0.64,2.14,8.22,-4.75,-3.06,-21.19,-1.19,-22.5,-32.5,0.13,0.05,-0.11,-0.98,
142.8880374,-1.09,0.86,9.86,-16.38,-12,-24.75,1,-20.56,-34.75,0.07,0.05,-0.07,-0.99,
143.2183945,-0.77,0.49,9.91,4.88,2.63,-23,2.5,-17.69,-37.19,0,0.04,-0.04,-1,
143.5398314,-0.77,1.21,10.05,19.44,-14.19,-21.5,5.5,-19.88,-34.75,-0.07,0.03,-0.07,-0.99,
143.8655348,-0.94,1.85,8.48,-0.69,11.56,-26.13,6.5,-21.88,-32.5,-0.13,0.03,-0.1,-0.99,
144.1905377,-0.53,1.34,9.89,-7.69,-27,-20.69,9.06,-19.75,-35.25,-0.2,0.02,-0.08,-0.98,
144.5156767,-0.51,0.63,9.09,-3.5,17.81,-25.06,9.5,-18.25,-36.38,-0.26,0.02,-0.05,-0.96,
144.842591,-1.34,0.9,10.58,13.56,-29.38,-21.63,14,-16.06,-35.25,-0.32,0.03,-0.07,-0.94,
145.1670506,0.23,1.51,8.66,8.38,4,-22.25,10.88,-17.56,-34.75,-0.38,-0.04,-0.08,-0.92,
145.4942491,-1.64,1.73,9.12,-10.44,-8.06,-23.94,16.88,-15.75,-32.75,-0.44,0.01,-0.1,-0.89,
145.819699,-0.04,0.65,9.96,-9.38,-0.13,-21.75,15.06,-12.5,-36.38,-0.5,0,-0.05,-0.87,
146.1460147,-1.21,0.93,9.23,13.25,0.19,-20.31,18.38,-10.19,-34.38,-0.55,0.02,-0.07,-0.83,
146.4719183,-0.79,1.47,8.96,12.44,-16.25,-18.38,17.19,-10.5,-35.19,-0.59,-0.03,-0.08,-0.8,
146.796365,-0.4,2.08,9.87,-9.13,5.5,-23.75,16.06,-10.56,-35.88,-0.64,-0.04,-0.08,-0.76,
147.12166,-1.16,1.02,8.71,-5.06,3.38,-24.19,19.06,-6.56,-34.69,-0.69,0,-0.08,-0.72,
147.4482358,-0.24,1,9.79,-1.44,-21.63,-18.81,16.06,-3.88,-37.5,-0.73,-0.03,-0.04,-0.68,
147.7735491,-0.48,1.18,10.87,5.44,37.63,-23.75,15.38,-1.25,-37.88,-0.77,-0.02,-0.06,-0.63,
148.0989351,-1.23,1.07,7.67,14.75,-30.44,-14.75,18.5,-0.88,-35.88,-0.8,-0.03,-0.08,-0.59,
148.4233847,0.09,1.61,8.92,4.63,0.81,-21.5,12.88,-1.69,-38.25,-0.83,-0.09,-0.05,-0.55,
148.75087,-1.36,2.19,11.08,-19.56,10.25,-20.94,15.5,0.19,-37.88,-0.86,-0.04,-0.08,-0.5,
149.076122,-1.16,0.73,7.87,-11.88,-20.19,7.5,15.5,5.88,-37,-0.88,0,-0.05,-0.47,
149.4010108,-0.43,0.33,9.67,13.69,-16.38,9.31,10.56,6.25,-36.69,-0.87,-0.03,-0.01,-0.48,
149.7254014,-0.12,1.75,9.03,13.5,48,1.81,12.06,2.19,-37.5,-0.86,-0.05,-0.06,-0.5,
150.0521884,-2.29,1.6,8.42,9.5,-26.75,12,18.69,-0.38,-34,-0.85,-0.04,-0.13,-0.5,
150.3778563,1.48,2.34,9.63,-20.56,-4.25,4,10.25,-1.88,-38.25,-0.85,-0.1,-0.03,-0.52,
150.7026477,-2.7,0.29,9.77,-18.69,33.06,-6.88,17.25,3.56,-34.69,-0.85,0.04,-0.11,-0.51,
151.0271945,0.79,0.34,9.25,20.63,-82.5,14,13,4.88,-35.75,-0.85,-0.04,0.01,-0.52,
151.3541346,-0.15,1.8,9.51,8.5,109,-11.25,10.38,-0.25,-36.06,-0.84,-0.05,-0.07,-0.54,
151.6806183,-3.08,2.31,9.07,11.75,-62.81,33.19,21.56,-1.06,-31.69,-0.82,-0.02,-0.17,-0.54,
152.0059888,1.64,1.84,8.81,-16.25,11.56,15.75,8.88,-5.19,-37.19,-0.79,-0.12,-0.03,-0.59,
152.3317122,-1.78,0.61,9.05,-28.44,34,15.19,15.88,-0.19,-32.75,-0.77,0.02,-0.08,-0.63,
152.6573071,-1.42,0.49,10.06,13.94,-53.94,21.13,18.25,1.56,-33.25,-0.75,0.02,-0.05,-0.66,
152.9826338,0.62,0.88,8.95,15.63,33.75,10.19,11.19,-3.88,-35.25,-0.71,-0.05,-0.04,-0.7,
153.3087959,-1.88,1.86,8.91,6.88,1.25,23.31,18.69,-7.25,-31.69,-0.67,-0.01,-0.13,-0.73,
153.6333005,-0.73,2.44,9.66,-7.5,-1.69,19.88,16,-9.5,-31.38,-0.63,-0.04,-0.11,-0.77,
153.9646904,-0.53,0.53,8.61,-20.44,3.75,-39.5,16.38,-6.88,-33,-0.64,-0.01,-0.07,-0.77,
154.2874618,-0.43,0.53,10.19,2.94,1.19,-32.25,16,-2.38,-34.5,-0.71,0.01,-0.05,-0.7,
154.6115921,-1.35,0.85,9.7,22.75,-11.81,-30.38,15.69,-0.38,-33.69,-0.77,0,-0.08,-0.63,
154.9375992,-0.12,2.01,9.13,12.06,-0.69,-20.94,13.56,-2.25,-34.06,-0.81,-0.07,-0.08,-0.57,
155.2625694,-1.12,1.88,9.45,-8.88,-9.06,-17.25,14.56,-2.38,-31.75,-0.84,-0.05,-0.1,-0.53,
155.5883031,-1.03,1.23,9.45,-14.31,-10.06,-15.5,12.69,1.69,-33.69,-0.87,-0.03,-0.06,-0.49,
155.9139397,0.09,0.57,9.58,-4.19,12.19,-18.81,9.69,4.69,-35.38,-0.89,-0.02,-0.03,-0.45,
156.2440155,-1.9,0.45,9.5,11.19,-6.56,-10.75,14.69,6.06,-33.75,-0.91,0,-0.08,-0.4,
156.5644298,0.5,1.8,9.16,24.81,-27.88,-12.5,9.5,3.06,-36.06,-0.92,-0.1,-0.01,-0.38,
156.8960636,-1.58,2.6,8.83,-12.25,55.25,-28.75,11,0.5,-36.88,-0.93,-0.08,-0.1,-0.33,
157.2168083,-1.25,1.16,10.05,-9.88,-62.63,-6.56,14.56,5.69,-36.06,-0.95,-0.04,-0.07,-0.3,
157.5439975,0.83,0.35,9.65,-8.06,7.31,-13.25,3.88,8,-38,-0.96,-0.04,0.04,-0.27,
157.8701038,-1.15,0.88,9.16,11.5,32.5,-15.13,9,9.38,-36.06,-0.97,-0.03,-0.06,-0.24,
158.1931584,-1.76,1.37,9.28,20.31,-23.31,10.31,12.06,7.19,-38.06,-0.97,-0.06,-0.08,-0.22,
158.5172427,0.74,2.51,9.36,0.19,2,8.81,5.25,2.75,-40,-0.96,-0.12,-0.01,-0.24,
158.8432798,-2.41,1.54,10.28,-27.44,40.63,-4.81,12.5,5.69,-37.19,-0.96,-0.04,-0.11,-0.25,
159.1700103,-0.63,0.18,8.7,1,-69.63,15.44,9.75,9.06,-36.75,-0.96,-0.02,-0.02,-0.28,
159.4937589,1.11,0.88,9.07,13.06,51.25,4,2.75,8,-39.56,-0.95,-0.06,0.03,-0.3,
159.8204715,-2.91,1.81,9.68,7.44,28.5,10.13,17.19,5.75,-37.19,-0.93,-0.03,-0.16,-0.32,
160.1455042,-0.05,2,9.53,4.38,-85.88,33.69,14.56,2.06,-37.88,-0.92,-0.11,-0.04,-0.37,
160.4722557,0.62,1.77,9.05,-31.88,82.88,-2.31,7.19,2.56,-40.25,-0.91,-0.07,-0.02,-0.41,
160.7975173,-2.7,0,8.83,3.44,-30.75,13,20.19,7,-34,-0.9,0.03,-0.11,-0.43,
161.1223781,1.37,1.33,9.03,18.44,-9.69,9.13,9.38,4.75,-40.06,-0.89,-0.08,0.01,-0.45,
161.4473114,-1.51,1.68,10.59,0.81,45.38,-4.19,14.19,1.5,-38.56,-0.88,-0.05,-0.1,-0.46,
161.7750025,-1.32,1.48,8.6,-2.5,-20.06,8.56,19.75,1.06,-36.56,-0.87,-0.04,-0.12,-0.47,
162.1002111,-0.7,1.21,9.43,-10.63,-29.81,9,15,1.75,-38.25,-0.86,-0.06,-0.04,-0.5,
162.4271071,0.99,0.84,9.64,-3.69,47.5,2.69,10.38,2.56,-39.5,-0.86,-0.05,-0.02,-0.51,
162.7503319,-2.86,0.63,9.23,5.31,7.44,10.06,21.88,3,-34.25,-0.84,0.04,-0.14,-0.52,
163.0777194,0.4,1.82,9.09,17.56,-66.94,23.44,13.75,-1.88,-40.69,-0.82,-0.1,-0.03,-0.56,
163.4022563,0.49,2.11,9.27,-17.69,88.56,-13.63,10.38,-3.38,-38.88,-0.81,-0.08,-0.05,-0.58,
163.7285759,-3.55,0.39,8.99,2.19,-45,13.63,24.75,0.69,-32.25,-0.8,0.05,-0.15,-0.58,
164.0530999,2.12,1.85,9.03,7.56,-35.31,9.38,11.5,-2.56,-40.88,-0.79,-0.11,0.01,-0.61,
164.3804495,-1.54,1.08,9.99,-14.63,100,-15.19,17.75,-1.88,-36.56,-0.79,0,-0.11,-0.6,
164.7060657,-1.99,1.17,8.48,17.69,-90.13,17.94,24.56,-0.25,-32.19,-0.79,0,-0.12,-0.6,
165.0332983,1.67,1.84,9.26,-3.69,22.31,-0.94,8.38,-4.75,-39.69,-0.77,-0.12,-0.01,-0.62,
165.3583734,-2.17,1.34,10.06,-16.38,68.81,-11.94,19.5,-2.5,-37.75,-0.78,0.03,-0.13,-0.61,
165.6831553,-1.49,1.06,8.89,8.13,-80.13,15.56,22.56,-0.38,-36.56,-0.77,0.01,-0.09,-0.63,
166.007488,1.29,0.87,8.77,3.81,22.25,-1.19,9.56,-3,-42.5,-0.76,-0.09,-0.01,-0.64,
166.3349698,-2.32,1.89,10.01,-3.94,43.88,0.56,20.88,-3.69,-35.06,-0.75,0.02,-0.13,-0.64,
166.6599541,-0.62,1.06,8.84,6.75,-70.06,16.5,22.25,-3.69,-35.75,-0.74,-0.03,-0.08,-0.66,
166.9855709,0.63,1.71,9.21,-8.81,60.31,-2.69,13.5,-6,-40.25,-0.73,-0.06,-0.05,-0.68,
167.3105752,-2.67,0.68,10.03,-0.19,-0.06,2.44,24.88,-3.69,-33.38,-0.72,0.06,-0.14,-0.68,
167.6380646,0.07,1.73,8.98,7.88,-62.38,13.19,15.88,-5.56,-38.19,-0.71,-0.07,-0.04,-0.7,
167.962043,0.32,1.01,8.69,-10.38,75.94,-10.13,11.88,-6.38,-38.56,-0.71,-0.05,-0.05,-0.7,
168.288847,-2.99,1.1,10.12,8.5,-23.31,1.44,25.19,-3.38,-33.06,-0.71,0.06,-0.14,-0.68,
168.613622,0.54,1.48,9.37,4.13,-46.5,8.94,16.56,-6,-38.56,-0.71,-0.07,-0.05,-0.7,
168.9395225,-0.39,1.41,8.94,-8.56,66.94,-9.44,15.06,-7.06,-39,-0.7,-0.03,-0.07,-0.71,
169.2657883,-1.72,1.09,9.16,-0.13,-34.06,8,22.75,-5.19,-33.38,-0.7,0.02,-0.11,-0.7,
169.5914061,0.03,1.08,9.67,4,-13.38,4.56,14.25,-5.56,-37,-0.69,-0.05,-0.04,-0.72,
169.9172051,-0.76,1.26,10.09,-4.75,50.69,-2.38,16.5,-6,-37.75,-0.69,-0.01,-0.08,-0.72,
170.2419829,-1.5,1.23,8.49,8.06,-30.06,6.69,22.06,-5.56,-34.19,-0.68,0.01,-0.11,-0.72,
170.567215,0.11,1.79,9.39,-0.56,-33.13,6,14.25,-8.19,-36.19,-0.67,-0.08,-0.04,-0.74,
170.8950152,-0.22,0.65,9.64,-15.88,70.38,-11.19,13.88,-6,-37,-0.68,-0.01,-0.07,-0.73,
171.219177,-2.23,1.06,9.2,11.25,-37.13,6.81,23.19,-3.38,-32.19,-0.68,0.04,-0.11,-0.72,
171.545449,1.22,1.43,9.45,9.81,-20.69,2.25,11.69,-7.06,-37.69,-0.68,-0.09,-0.03,-0.73,
171.8712678,-1.63,1.55,9.4,-7,73.56,-10.75,16.5,-7.56,-34.69,-0.68,0,-0.11,-0.72,
172.1983583,-2,1.42,8.91,3.81,-77,17.5,21.06,-6.06,-31.06,-0.68,0,-0.11,-0.73,
172.5222898,1.47,1.21,9.36,-8.31,33.44,2.5,9.19,-7.56,-37.38,-0.66,-0.09,-0.02,-0.74,
172.8483145,-3.14,0.89,9.4,-2,20,5,20.75,-4.56,-31.88,-0.65,0.06,-0.12,-0.74,
173.1734371,0.62,1.28,9.64,14.81,-56.25,22.13,17.06,-7.56,-34.19,-0.63,-0.05,-0.06,-0.78,
173.4996786,-0.61,1.86,8.93,-9.56,43.81,1.44,12.19,-10.5,-33.69,-0.6,-0.05,-0.08,-0.79,
173.8248427,-1.27,0.76,9.21,-8.38,6.06,6.31,18.06,-9.06,-31.38,-0.59,0.03,-0.09,-0.8,
174.1514709,-0.72,1.36,10.41,3,-32.5,14.94,15.19,-8.25,-33.25,-0.56,-0.01,-0.06,-0.82,
174.4759369,-0.17,0.71,8.98,0.81,15.19,7.38,11.75,-10.19,-34.19,-0.54,-0.03,-0.05,-0.84,
174.8021729,-1.29,1.6,9.32,5.44,19.19,5.81,16.19,-10.5,-32.19,-0.52,0.02,-0.1,-0.85,
175.1274366,-1.17,1.44,9.92,-1.81,-34.19,15.81,15.56,-11,-31.06,-0.5,0,-0.1,-0.86,
175.4586468,0.51,1.33,8.78,-6.44,19.81,9,10,-12.5,-33.06,-0.47,-0.04,-0.06,-0.88,
175.7784748,-2.01,0.8,9.82,-2.81,8.63,7.69,14.88,-10.69,-31.88,-0.45,0.05,-0.09,-0.89,
176.1053565,-0.37,1.42,9.5,3.69,-20.69,12.38,12.25,-12.19,-32.69,-0.42,-0.01,-0.07,-0.91,
176.4331141,-0.41,1.07,8.93,0.63,16.94,7.56,10.38,-13,-31.06,-0.4,-0.01,-0.07,-0.92,
176.7565131,-1.71,1.34,9.87,-0.88,3.63,6.63,12.5,-13,-31.06,-0.38,0.04,-0.09,-0.92,
177.0820873,-0.13,1.36,9.78,5.13,-8.69,11,10.25,-13.69,-32.06,-0.35,-0.01,-0.08,-0.93,
177.4073329,-1.17,1.88,8.62,10.63,11.63,3.44,9.5,-15.19,-29.75,-0.33,0.01,-0.12,-0.93,
177.7330272,-0.83,2.05,9.42,-9.69,-6.13,12.44,10.25,-16.38,-29.75,-0.31,0.01,-0.12,-0.94,
178.0598643,-0.95,1.34,9.47,-23.5,-0.63,6.75,9.19,-14.88,-31.38,-0.28,0.02,-0.08,-0.96,
178.3840389,-0.71,0.19,9.81,-0.63,6.81,8.13,8.56,-12.75,-34.5,-0.26,0.03,-0.04,-0.96,
178.7110391,-0.59,1.18,9.22,17,-8.44,12.13,7.75,-15.38,-31.75,-0.23,0.02,-0.06,-0.97,
179.034692,-0.68,1.64,9.27,7.38,14,5.94,6.69,-18.5,-31,-0.21,0.02,-0.1,-0.97,
179.3621297,-1.54,1.63,9.24,-7.5,-4.5,8.38,10.38,-18.38,-30.56,-0.18,0.05,-0.1,-0.98,
179.6877069,0.1,1.35,9.72,-11.81,-12.63,9.56,5.56,-18,-32.5,-0.16,0,-0.07,-0.99,
180.0149148,-1.31,0.5,9.79,-4.06,30.63,5.38,7.06,-17,-34.06,-0.14,0.06,-0.05,-0.99,
180.3381891,-0.69,1.18,8.97,14.56,-34.63,14.19,7.5,-18.5,-33,-0.11,0.03,-0.07,-0.99,
180.6655753,0.12,1.56,9.52,-2.88,24.5,0.56,1.56,-20.19,-31.75,-0.09,0,-0.08,-0.99,
180.9889567,-1.68,1.43,9.45,-2.31,4.69,5.19,6.69,-19.88,-32.5,-0.08,0.07,-0.08,-0.99,
181.3160074,-0.43,0.94,9.22,-0.06,-27.88,10.06,3.69,-20.19,-33.69,-0.06,0.01,-0.07,-1,
181.6416638,-0.35,1.73,9.72,-5.75,31.19,0.5,1.88,-20,-32.56,-0.03,0.02,-0.07,-1,
181.9671469,-1.62,0.7,8.98,3.75,-4.31,5.13,6.25,-19.88,-33.25,-0.03,0.08,-0.06,-0.99,
182.2912211,0.3,1.22,10.06,1.56,-20.06,6.81,2.25,-20.19,-33.19,-0.01,0,-0.07,-1,
182.6175871,-1.29,0.91,10.06,2.69,20.13,2,2.69,-20.56,-34,0.01,0.05,-0.07,-1,
182.9432116,-1.58,1.47,9.64,-0.63,-9.63,6.81,3.69,-22.06,-34,0.02,0.07,-0.08,-0.99,
183.2687035,0.33,1.82,8.62,-3.31,-0.63,5.88,-1.06,-22.06,-32.88,0.04,0.01,-0.08,-1,
183.5958216,-1.24,0.58,9.47,-15.69,18.25,4,2.25,-19.06,-34.38,0.05,0.07,-0.05,-1,
183.9213591,-1.16,0.64,10.06,14.88,-39.06,8.38,2.56,-18.5,-36.75,0.06,0.04,-0.04,-1,
184.2464283,-0.15,1.34,9.24,9.38,29,-1.94,-3.38,-21.5,-34.06,0.08,0.01,-0.08,-0.99,
184.5715685,-2,1.82,9.94,2.13,1.56,-1.13,3.25,-23,-31.75,0.08,0.09,-0.09,-0.99,
184.8966582,0,1.53,8.88,-13.5,-16,4.19,-0.69,-22.56,-31.75,0.09,0.03,-0.08,-0.99,
185.2233086,-0.9,0.87,9.69,-13.31,14.44,-1.19,-0.38,-18.75,-35,0.09,0.04,-0.04,-0.99,
185.5514648,-0.69,0.39,9.6,12.5,-6.06,3.25,0.75,-18.19,-36.06,0.1,0.05,-0.03,-0.99,
185.8750429,-0.79,1.91,9.83,16,-2.69,1.69,-1.5,-21.19,-33.75,0.1,0.04,-0.08,-0.99,
186.1997504,-0.61,1.59,9.39,-7.56,18.75,-4.06,-1.06,-23.38,-33.25,0.1,0.05,-0.09,-0.99,
186.5268717,-0.81,2.02,8.62,-8.38,-23.88,0.69,0.75,-21.56,-34.06,0.09,0.05,-0.07,-0.99,
186.8513944,-0.71,0.21,9.73,-16.25,24.38,-9.13,-1.06,-18.88,-34.56,0.09,0.04,-0.02,-1,
187.1779273,0.06,0.86,9.85,25.69,-26.94,-2.63,-1.06,-18.69,-35.69,0.07,0.01,-0.03,-1,
187.5025675,-1.2,1.01,9.69,1.63,31.69,-17.69,1.06,-20.88,-32.56,0.04,0.06,-0.07,-1,
187.8294899,-1.45,2.21,9.37,2.81,-24.94,-9.31,3.69,-22.06,-31.38,0.01,0.06,-0.08,-0.99,
188.1544123,-0.06,0.67,9.28,-15.5,12.56,-12.44,1.88,-21,-32.56,-0.03,0.02,-0.06,-1,
188.4814565,-0.81,0.83,10.14,-0.81,-2.38,-15.63,5.56,-19.06,-33,-0.06,0.05,-0.04,-1,
188.806519,0.05,1.08,9.5,12.06,-3.44,-9.88,4.75,-18.75,-33.38,-0.09,0.03,-0.05,-0.99,
189.1317177,-1.6,1.34,8.72,7.81,-14.13,-7.88,7.38,-19.88,-29.88,-0.13,0.04,-0.08,-0.99,
189.4567006,0.33,1.77,9.19,-8.25,7.88,-12.69,5.19,-20.56,-31.06,-0.15,0,-0.08,-0.99,
189.7846992,-2.2,0.8,10.08,-4.69,-13.13,-11.31,10,-16.88,-32.19,-0.19,0.06,-0.06,-0.98,
190.108479,0.76,0.62,9.81,7.94,-6.56,-6.94,5.88,-17.25,-33.38,-0.21,-0.02,-0.05,-0.98,
190.4359906,-1.98,1.68,8.73,-0.38,21.75,-13.75,10.88,-17.25,-30.19,-0.24,0.05,-0.08,-0.96,
190.7609448,-0.05,1.39,10.4,7.94,-21.56,-1.5,9.38,-17.25,-32.06,-0.25,0.01,-0.08,-0.96,
191.0860643,-1.21,1.48,7.99,-11.63,1.94,-6.81,9.25,-17.69,-30.19,-0.27,0.01,-0.08,-0.96,
191.4114306,0.03,0.36,9.85,-4.69,20.38,-6,8.25,-14,-34.88,-0.28,0.02,-0.05,-0.96,
191.7388003,-1.63,1.73,9.08,22.5,-27.88,8.81,11.56,-13.75,-30.19,-0.29,0.03,-0.08,-0.95,
192.0620682,0.97,2.35,9.93,8.5,15.56,-2.44,7.19,-19,-29,-0.28,-0.04,-0.11,-0.95,
192.3886757,-2.69,2.3,8.14,-13,6.69,-3.38,13.88,-19,-28.69,-0.28,0.07,-0.14,-0.95,
192.7151706,-0.1,1.06,10.39,-17.44,-37.81,8.69,9.38,-16.5,-31.38,-0.26,0,-0.07,-0.96,
193.0405076,-0.14,0.2,9.49,-9.5,38.06,7.13,6.88,-14.25,-33.75,-0.25,0.01,-0.03,-0.97,
193.3657444,-1.41,0.84,8.9,11.44,-0.94,4.94,11.25,-14.25,-32.19,-0.24,0.07,-0.05,-0.97,
193.6961453,0.05,1.63,9.99,21,-22.75,10.44,7,-17.56,-32.19,-0.21,-0.01,-0.09,-0.97,
194.0179219,-1.07,1.93,8.32,-12.69,44.94,-5.38,7,-20.19,-28.69,-0.2,0.04,-0.11,-0.97,
194.3464251,-1.46,1.46,10.28,-7.25,-53.94,5.25,10.19,-18,-32.56,-0.2,0.04,-0.08,-0.98,
194.6683915,-0.03,0.56,8.74,-3.94,29.75,-3,5,-17,-32.56,-0.19,0,-0.05,-0.98,
194.9945486,-1.06,0.87,9.26,-1.13,-15.19,11.44,7.56,-15.69,-33.06,-0.19,0.04,-0.06,-0.98,
195.3219121,-0.2,0.82,11.32,18.13,36.75,1.75,6.06,-17,-33.38,-0.16,0.05,-0.08,-0.98,
195.6513047,-1.77,2.81,6.73,3.25,-44.19,12.31,9.5,-21,-28.25,-0.14,0.05,-0.14,-0.98,
195.971276,0.51,0.48,9.76,-12.94,45.56,-2.81,2.88,-19.56,-33.06,-0.13,0,-0.1,-0.99,
196.2987804,-1.78,2.24,8.45,9.81,-19.19,10.94,9.69,-17.75,-30.25,-0.13,0.09,-0.1,-0.98,
196.6282017,-0.26,1.46,10.03,5.44,-13.56,8.69,6.06,-19.5,-32.19,-0.09,0.02,-0.1,-0.99,
196.951813,-1.17,2.34,8.56,-2.25,18.44,5.94,4.88,-19.5,-30.25,-0.08,0.05,-0.11,-0.99,
197.2748892,-1.31,1.24,10.91,-8.56,-7.44,-1.25,6.38,-19.19,-31.88,-0.06,0.07,-0.09,-0.99,
197.5997396,-0.51,1.2,8.91,-11.88,-12.75,7.5,4.5,-17.75,-31.75,-0.05,0.03,-0.06,-1,
197.9254391,-0.89,0.43,9.62,-0.69,25.25,-1.88,3.25,-16.56,-34.5,-0.05,0.04,-0.04,-1,
198.2517805,-0.49,1.51,9.97,16.69,-12.69,2.94,5.56,-18.5,-32.56,-0.04,0.05,-0.07,-1,
198.5764301,-1.47,1.2,8.39,6.13,9.31,-0.31,4.75,-20,-31,-0.04,0.06,-0.1,-0.99,
198.9030056,-0.26,1.77,10.89,-8.38,-26.5,4.63,3.25,-20.25,-31.25,-0.04,0.02,-0.09,-0.99,
199.2308273,-0.89,1.64,8.47,-10.69,23.25,-5.31,3.75,-19.19,-31.25,-0.04,0.04,-0.07,-1,
199.5548837,-0.77,0.63,8.74,-3.38,-18.25,3.69,5.69,-17.25,-32.5,-0.05,0.04,-0.04,-1,
199.8794506,-0.47,0.09,10.93,8.75,9.13,-5.13,3.06,-17.69,-34.06,-0.04,0.02,-0.04,-1,
200.2045028,-0.21,2.66,8.81,9.56,3.56,-0.44,3.38,-19.19,-31,-0.05,0.02,-0.1,-0.99,
200.5310619,-2.34,0.84,10.2,1.5,5.25,-9.63,7.19,-21.38,-31,-0.06,0.08,-0.1,-0.99,
200.8568397,0.5,1.41,8.5,-4.88,-31.5,-1.56,1.5,-20.25,-30.5,-0.08,-0.03,-0.1,-0.99,
201.1829746,-0.38,0.77,10.21,-26.5,54.44,-18.38,2.75,-18.38,-31,-0.11,0.02,-0.05,-0.99,
201.509676,-1.73,-0.16,9.47,19.38,-46.56,-15,9.38,-14.38,-32.88,-0.14,0.07,-0.03,-0.99,
201.8356366,1.02,1.34,10.04,12.63,18.75,-19.5,2.75,-17.75,-32.88,-0.19,-0.04,-0.07,-0.98,
202.1603959,-3,2.46,8.64,4.69,2.31,-24.63,12.06,-19.25,-29,-0.25,0.08,-0.13,-0.96,
202.484961,0.04,1.61,8.78,-14.38,-25.81,-1.06,9.19,-19,-30.5,-0.26,0,-0.1,-0.96,
202.8160357,-1.05,0.85,10.08,-17.75,10.88,-5.88,8.06,-15.19,-33.25,-0.28,0.02,-0.05,-0.96,
203.1376183,-0.48,0.65,9.71,7.63,1.81,-8,9.19,-14.19,-33.69,-0.29,0.03,-0.03,-0.96,
203.4635234,-1.35,0.98,10.12,16.19,-2.44,-3.31,11.06,-16,-32.88,-0.3,0.04,-0.07,-0.95,
203.7887979,-0.1,2.22,8.15,16.13,-2.44,-12.63,9.56,-19.56,-31.25,-0.31,-0.02,-0.11,-0.94,
204.1144266,-1.75,1.52,9.51,-23.69,9.19,-15.06,12.19,-18.69,-29.75,-0.34,0.03,-0.11,-0.93,
204.4410107,0.73,0.39,10.02,-6.19,-15.06,-7.5,10.25,-14.56,-33.19,-0.37,-0.01,-0.05,-0.93,
204.7660029,-2.35,1.17,9.28,7.13,14.13,-10.13,14.38,-13.56,-32.75,-0.39,0.05,-0.07,-0.92,
205.0919154,0.36,0.67,8.82,14.69,-29,-0.19,11.88,-15.5,-34,-0.39,-0.04,-0.07,-0.92,
205.4174304,-0.52,2.51,9.85,-4.88,36.25,-6.25,11.5,-16.88,-32.75,-0.4,-0.01,-0.1,-0.91,
205.7433128,-2.59,1.05,9.3,-0.13,-28.63,-2.88,17.75,-16.06,-31.69,-0.41,0.05,-0.11,-0.91,
206.0688233,0.54,1.18,8.71,-9.31,-13.13,-1.81,9,-16.5,-34.38,-0.4,-0.06,-0.05,-0.91,
206.3938336,-1.42,0.37,10.39,5.5,58.63,2.44,13.06,-14,-35.5,-0.41,0.03,-0.07,-0.91,
206.7213168,-1.96,1.6,9.84,15.81,-51.69,10.5,19.19,-15.88,-30.56,-0.4,0.03,-0.11,-0.91,
207.0455821,1.34,1.86,8.54,-12.5,-8.88,1.69,7.69,-18.75,-33.69,-0.37,-0.1,-0.07,-0.92,
207.3724117,-1.91,0.49,9.39,-6.25,66.81,-6.13,15.75,-15.19,-34.06,-0.39,0.07,-0.09,-0.91,
207.69719,-2.03,1.04,9.66,11.56,-90.25,16.94,19.25,-15.19,-30.19,-0.37,0.04,-0.1,-0.92,
208.0227699,2.78,1.25,9.93,-13.88,35.75,-6.38,2.56,-17.06,-34.56,-0.36,-0.13,-0.04,-0.92,
208.3484175,-3.95,1.09,8.85,3.06,59.56,-9.5,17.38,-14.06,-30.56,-0.38,0.13,-0.12,-0.91,
208.6747108,0.06,1.33,8.44,13.69,-105.88,29.94,14.69,-16.25,-30.56,-0.35,-0.03,-0.1,-0.93,
209.0000613,0.56,2.57,9.78,-15.88,82.25,-0.38,3.5,-18.19,-32.06,-0.31,-0.06,-0.09,-0.94,
