t,Ax,Ay,Az,wx,wy,wz,Bx,By,Bz
272745.1865673065,2.57,-1.34,9.39,-0.13,-0.13,0.00,-9.25,-2.56,-53.50
273065.04583358765,2.58,-1.30,9.35,0.00,0.13,-0.06,-8.06,-3.38,-52.75
273384.0081691742,2.60,-1.30,9.35,0.13,-0.13,0.00,-8.50,-3.38,-54.25
273701.57980918884,2.59,-1.31,9.35,0.00,0.13,0.00,-8.06,-4.06,-53.50
274019.1128253937,2.58,-1.30,9.36,0.00,-0.25,0.06,-8.88,-3.75,-53.88
274338.8068675995,2.57,-1.30,9.38,-0.06,-0.25,0.00,-9.25,-3.00,-53.88
274658.99443626404,2.57,-1.30,9.33,-0.19,-0.13,0.13,-9.25,-3.75,-52.75
274978.12819480896,2.59,-1.33,9.35,0.00,-0.25,-0.06,-9.25,-3.38,-53.06
275295.3882217407,2.57,-1.31,9.36,0.06,0.06,-0.06,-8.06,-3.75,-52.25
275613.5399341583,2.57,-1.31,9.35,-0.13,0.19,-0.06,-8.88,-3.38,-53.06
275932.8570365906,2.58,-1.30,9.34,0.00,0.00,0.06,-8.06,-3.00,-53.50
276249.7341632843,2.59,-1.30,9.37,-0.06,-0.19,0.00,-8.50,-3.38,-52.25
276567.0175552368,2.58,-1.31,9.36,0.13,-0.06,0.00,-9.25,-1.88,-53.06
276885.26463508606,2.60,-1.30,9.37,0.06,0.06,0.06,-7.38,-3.00,-52.75
277202.3892402649,2.56,-1.31,9.34,0.00,-0.06,0.00,-10.00,-3.00,-53.06
277519.22941207886,2.58,-1.30,9.35,-0.06,0.00,-0.13,-8.50,-2.56,-53.06
277838.3765220642,2.60,-1.30,9.33,0.00,-0.06,0.00,-8.50,-3.00,-52.75
278156.14652633667,2.56,-1.30,9.38,-0.06,0.06,-0.06,-9.25,-3.75,-53.06
278472.71609306335,2.58,-1.33,9.34,0.06,0.06,0.06,-9.25,-2.25,-53.06
278791.66650772095,2.57,-1.31,9.33,-0.13,0.13,0.06,-8.88,-3.00,-52.25
279108.8526248932,2.58,-1.30,9.36,-0.13,-0.06,-0.13,-8.50,-4.50,-53.50
279427.7935028076,2.57,-1.30,9.37,-0.06,0.13,0.00,-8.50,-2.56,-54.25
279744.99011039734,2.57,-1.30,9.35,-0.06,-0.19,-0.06,-8.50,-3.75,-53.06
280063.26365470886,2.57,-1.33,9.38,0.00,0.06,0.19,-8.88,-2.56,-53.50
280382.8945159912,2.58,-1.32,9.38,0.06,-0.13,0.06,-8.88,-3.38,-52.25
280702.39424705505,2.56,-1.30,9.37,-0.06,0.19,-0.13,-8.50,-3.38,-53.88
281020.44439315796,2.56,-1.33,9.33,0.06,0.00,0.00,-9.56,-1.88,-53.88
281337.71228790283,2.60,-1.30,9.33,0.00,0.06,-0.06,-9.25,-3.00,-53.06
281657.6609611511,2.57,-1.29,9.34,-0.06,0.00,-0.13,-8.88,-3.00,-53.50
281975.96979141235,2.57,-1.33,9.34,0.06,0.00,0.06,-8.88,-3.75,-52.75
282295.8724498749,2.59,-1.29,9.35,0.06,0.00,0.06,-8.50,-3.75,-53.06
282612.62559890747,2.60,-1.31,9.36,0.00,0.00,-0.06,-8.50,-2.56,-53.06
282930.6242465973,2.59,-1.29,9.35,0.06,-0.19,0.13,-9.56,-3.38,-53.06
283250.0915527344,2.59,-1.32,9.36,0.00,-0.13,0.06,-9.56,-3.38,-52.75
283566.44678115845,2.58,-1.33,9.38,0.13,-0.06,0.00,-8.88,-3.38,-52.25
283884.12284851074,2.57,-1.28,9.33,-0.06,-0.13,0.06,-8.06,-2.56,-53.50
284202.34537124634,2.59,-1.30,9.35,0.06,-0.13,0.00,-8.88,-4.50,-53.06
284519.3974971771,2.57,-1.30,9.35,0.06,0.06,0.13,-8.06,-2.56,-53.88
284836.67159080505,2.59,-1.33,9.36,-0.06,-0.06,-0.06,-8.88,-3.00,-53.06
285155.09963035583,2.57,-1.31,9.34,0.00,0.00,0.00,-8.88,-3.38,-53.50
285472.27931022644,2.58,-1.32,9.36,-0.06,-0.06,0.00,-8.50,-2.25,-53.06
285789.22867774963,2.59,-1.29,9.33,-0.13,0.06,-0.06,-9.25,-3.38,-53.06
286108.05082321167,2.57,-1.30,9.33,-0.06,0.06,-0.13,-9.56,-3.00,-53.50
286424.8251914978,2.59,-1.31,9.37,-0.13,-0.06,0.00,-8.88,-3.00,-52.25
286741.9514656067,2.58,-1.30,9.35,-0.06,0.06,-0.06,-10.00,-2.25,-53.50
287059.5688819885,2.57,-1.32,9.36,0.06,0.00,-0.06,-8.06,-3.00,-52.25
287377.72607803345,2.58,-1.34,9.37,0.06,0.00,0.06,-9.25,-1.88,-51.88
287695.0454711914,2.57,-1.32,9.35,-0.13,0.00,-0.06,-9.25,-3.38,-53.06
288013.4778022766,2.58,-1.32,9.36,-0.06,-0.13,-0.06,-8.88,-3.38,-53.06
288331.3477039337,2.58,-1.30,9.34,0.00,0.00,0.00,-8.50,-2.25,-53.50
288650.50983428955,2.58,-1.31,9.32,-0.06,-0.19,0.06,-8.88,-3.38,-54.25
288967.26155281067,2.58,-1.33,9.36,-0.06,-0.06,0.00,-8.06,-3.00,-53.06
289285.89391708374,2.58,-1.33,9.35,-0.06,-0.06,0.06,-8.50,-3.00,-53.06
289605.2031517029,2.57,-1.31,9.35,0.00,0.13,-0.13,-8.88,-2.56,-52.25
289924.8535633087,2.59,-1.30,9.37,0.06,0.19,-0.06,-8.50,-2.25,-54.25
290243.81017684937,2.59,-1.30,9.34,0.00,-0.06,0.06,-8.88,-2.56,-53.06
290560.80532073975,2.57,-1.32,9.35,-0.06,-0.06,-0.13,-8.06,-1.88,-52.25
290879.78410720825,2.59,-1.30,9.36,-0.13,-0.19,-0.06,-8.06,-2.25,-55.06
291200.5443572998,2.57,-1.31,9.37,0.06,0.13,0.00,-9.25,-3.75,-52.75
291518.4223651886,2.58,-1.31,9.36,0.06,-0.06,0.00,-8.50,-2.56,-53.50
291834.9266052246,2.57,-1.32,9.36,0.06,0.06,0.06,-8.88,-1.88,-53.06
292153.0315876007,2.57,-1.31,9.38,-0.06,-0.06,0.06,-9.25,-3.38,-52.75
292472.31674194336,2.60,-1.30,9.37,0.00,0.00,-0.13,-8.88,-3.38,-53.06
292788.9823913574,2.61,-1.31,9.34,-0.06,0.19,0.00,-8.50,-3.38,-53.50
293106.6677570343,2.57,-1.31,9.34,-0.06,0.06,0.06,-9.25,-3.00,-53.50
293425.0831604004,2.59,-1.29,9.34,-0.06,-0.06,0.06,-9.25,-3.75,-52.75
293741.6181564331,2.56,-1.34,9.36,0.00,0.00,-0.13,-8.88,-2.56,-53.50
294058.554649353,2.59,-1.31,9.35,0.00,0.06,0.06,-8.50,-2.56,-53.50
294377.73847579956,2.58,-1.30,9.36,-0.06,-0.06,0.06,-8.88,-2.25,-53.88
294694.8528289795,2.56,-1.31,9.36,0.06,0.00,0.13,-9.56,-3.38,-53.50
295013.0023956299,2.57,-1.30,9.34,0.00,0.00,0.00,-8.88,-3.38,-53.88
295330.15489578247,2.58,-1.31,9.33,0.00,0.06,0.06,-7.75,-3.00,-53.06
295647.3071575165,2.59,-1.30,9.39,-0.06,0.13,0.00,-8.88,-2.56,-53.88
295966.45402908325,2.59,-1.32,9.36,-0.06,-0.06,-0.06,-8.50,-2.25,-52.75
296283.60652923584,2.57,-1.30,9.37,0.13,0.00,-0.06,-9.25,-2.25,-53.06
296601.7565727234,2.56,-1.32,9.37,0.00,0.06,-0.19,-8.50,-3.38,-53.56
296921.90051078796,2.55,-1.32,9.34,0.00,-0.06,0.13,-8.88,-2.56,-52.75
297240.05007743835,2.57,-1.30,9.36,-0.13,0.06,0.00,-8.50,-3.75,-51.88
297557.2021007538,2.58,-1.32,9.37,0.13,-0.19,-0.06,-8.88,-2.56,-54.25
297875.3516674042,2.58,-1.33,9.35,0.13,0.00,0.13,-8.50,-2.25,-53.50
298195.50013542175,2.57,-1.30,9.34,-0.13,0.19,0.13,-8.88,-2.25,-54.69
298514.6429538727,2.58,-1.31,9.36,0.00,0.06,0.13,-8.88,-2.56,-53.06
298835.7849121094,2.57,-1.31,9.35,-0.06,-0.31,0.00,-8.50,-3.38,-53.06
299149.94525909424,2.56,-1.31,9.36,0.19,0.00,0.00,-8.88,-2.56,-53.06
299469.092130661,2.58,-1.29,9.34,-0.06,0.06,0.06,-8.88,-3.00,-52.75
299788.65599632263,2.57,-1.31,9.35,0.00,0.00,0.00,-8.88,-3.38,-52.75
300107.4240207672,2.60,-1.30,9.37,0.00,0.06,0.00,-8.88,-3.38,-53.50
300422.5814342499,2.60,-1.31,9.33,0.00,0.00,-0.13,-8.88,-4.06,-53.06
300741.7278289795,2.57,-1.31,9.35,0.00,0.06,-0.06,-9.25,-2.56,-52.75
301058.88080596924,2.59,-1.32,9.38,0.06,0.13,-0.06,-8.88,-3.75,-53.50
301375.03719329834,2.58,-1.31,9.34,0.00,0.00,0.00,-8.50,-2.56,-52.38
301693.18437576294,2.57,-1.32,9.35,0.13,-0.06,0.00,-9.25,-3.75,-53.06
302011.3341808319,2.57,-1.31,9.35,0.06,-0.06,-0.06,-8.06,-4.50,-52.75
302327.4898529053,2.58,-1.30,9.35,-0.06,0.06,0.06,-8.50,-3.38,-53.50
302646.3305950165,2.58,-1.30,9.35,-0.06,0.00,-0.06,-8.50,-3.00,-52.75
302962.25810050964,2.58,-1.30,9.37,0.00,0.31,0.00,-9.25,-3.00,-53.06
303279.08086776733,2.56,-1.30,9.35,0.00,0.19,0.13,-8.50,-2.56,-53.06
303597.65219688416,2.57,-1.31,9.34,0.00,-0.19,0.13,-8.06,-3.38,-53.88
303914.8037433624,2.59,-1.33,9.38,-0.06,-0.06,0.06,-8.88,-2.56,-52.75
304231.3461303711,2.58,-1.30,9.36,-0.06,0.06,0.06,-8.50,-2.56,-53.88
304550.4937171936,2.56,-1.32,9.35,0.00,-0.31,-0.06,-8.06,-4.06,-53.50
304866.6479587555,2.57,-1.30,9.37,-0.06,0.06,-0.06,-8.88,-3.38,-53.88
305183.8011741638,2.57,-1.32,9.35,0.06,0.00,-0.13,-9.25,-2.25,-52.75
305501.9509792328,2.57,-1.32,9.35,-0.06,0.06,0.06,-8.88,-3.38,-53.50
305820.0993537903,2.59,-1.30,9.37,0.06,-0.19,-0.06,-10.00,-2.25,-52.75
306138.2508277893,2.56,-1.31,9.37,-0.06,0.19,0.00,-8.88,-4.06,-53.50
306455.40142059326,2.59,-1.31,9.36,0.06,0.00,0.00,-8.88,-3.38,-53.88
306772.55368232727,2.58,-1.32,9.36,0.06,0.06,0.06,-8.50,-2.56,-52.25
307090.70467948914,2.58,-1.28,9.36,-0.06,0.06,0.06,-8.88,-3.00,-53.88
307407.8562259674,2.58,-1.31,9.35,0.06,0.00,0.06,-8.88,-4.06,-51.88
307726.00650787354,2.56,-1.31,9.36,-0.13,0.13,0.06,-8.88,-3.75,-52.00
308045.15266418457,2.59,-1.30,9.34,0.00,0.00,0.06,-8.06,-2.56,-54.25
308362.3056411743,2.58,-1.31,9.35,-0.06,0.06,0.06,-8.06,-2.25,-52.38
308680.3071498871,2.55,-1.31,9.35,-0.06,-0.06,0.00,-9.25,-2.56,-53.06
308999.25661087036,2.58,-1.31,9.37,0.00,-0.13,0.00,-8.50,-2.25,-53.50
309319.4580078125,2.59,-1.32,9.36,0.00,0.00,0.13,-8.50,-3.38,-53.88
309637.5150680542,2.57,-1.30,9.38,0.13,0.00,-0.06,-8.88,-2.56,-52.75
309954.7746181488,2.58,-1.29,9.34,0.06,0.06,0.19,-8.06,-3.00,-52.25
310273.4491825104,2.59,-1.31,9.34,-0.19,0.19,-0.06,-8.88,-2.56,-53.06
310591.8004512787,2.55,-1.30,9.36,0.06,0.00,0.13,-9.25,-2.56,-52.75
310910.9456539154,2.56,-1.31,9.36,-0.06,-0.06,0.00,-8.50,-3.75,-52.38
311228.2567024231,2.59,-1.30,9.36,0.00,0.00,0.06,-8.50,-3.75,-53.50
311546.27776145935,2.60,-1.31,9.38,-0.13,0.00,0.19,-9.25,-3.38,-53.06
311865.4251098633,2.57,-1.30,9.34,-0.06,0.00,0.00,-8.88,-2.56,-53.50
312182.57761001587,2.58,-1.31,9.37,0.06,-0.13,0.13,-9.25,-3.00,-53.06
312503.7190914154,2.57,-1.32,9.36,-0.13,-0.13,0.06,-9.25,-2.56,-52.75
312817.7924156189,2.56,-1.31,9.33,0.00,-0.13,0.00,-8.06,-3.00,-52.75
313134.9139213562,2.56,-1.29,9.38,0.19,0.13,0.00,-9.56,-2.25,-53.56
313452.43787765503,2.58,-1.30,9.35,-0.06,0.06,-0.06,-8.50,-1.88,-53.56
313770.5891132355,2.58,-1.32,9.32,-0.13,0.06,-0.06,-8.50,-3.00,-53.88
314087.5165462494,2.57,-1.30,9.37,-0.06,0.00,-0.06,-8.88,-1.88,-53.06
314404.39558029175,2.60,-1.31,9.35,0.06,-0.25,0.13,-9.25,-3.75,-53.19
314722.6195335388,2.60,-1.32,9.34,0.00,0.13,-0.06,-9.25,-3.00,-53.19
315040.24291038513,2.56,-1.30,9.35,0.06,0.06,0.00,-9.25,-3.38,-53.06
315357.59472846985,2.57,-1.31,9.34,-0.13,0.00,0.06,-8.88,-3.00,-53.56
315675.74429512024,2.57,-1.31,9.33,0.06,-0.13,-0.06,-8.50,-2.56,-52.75
315991.8987751007,2.59,-1.31,9.33,0.06,0.19,0.06,-8.88,-4.06,-53.06
316309.50927734375,2.58,-1.31,9.33,0.13,0.00,0.00,-8.50,-2.25,-53.06
316627.54225730896,2.58,-1.30,9.34,-0.13,0.13,0.00,-8.50,-4.06,-52.38
316945.2793598175,2.57,-1.29,9.37,-0.06,0.00,-0.06,-8.50,-3.75,-52.38
317262.7806663513,2.57,-1.30,9.35,0.00,0.06,0.06,-8.88,-2.56,-52.75
317580.92999458313,2.56,-1.30,9.36,-0.06,0.25,-0.06,-8.88,-2.56,-52.38
317899.07932281494,2.59,-1.32,9.38,0.00,0.06,0.19,-8.88,-3.75,-54.25
318217.2315120697,2.59,-1.31,9.33,0.00,-0.13,0.13,-10.00,-2.56,-52.38
318534.38091278076,2.57,-1.29,9.34,0.13,0.00,0.13,-8.88,-3.38,-53.06
318851.850271225,2.56,-1.28,9.36,0.06,0.13,0.00,-8.50,-3.38,-53.06
319171.8940734863,2.57,-1.31,9.36,0.00,0.06,-0.06,-8.50,-2.56,-53.06
319490.6840324402,2.58,-1.30,9.35,0.06,0.00,-0.06,-8.88,-2.56,-51.56
319807.83796310425,2.57,-1.33,9.37,-0.06,-0.13,0.06,-8.88,-3.38,-53.56
320126.1737346649,2.57,-1.32,9.37,0.06,0.00,-0.06,-8.88,-3.75,-52.00
320445.06216049194,2.58,-1.31,9.40,0.06,-0.06,0.00,-8.88,-3.38,-53.06
320764.99032974243,2.58,-1.31,9.37,-0.19,0.13,0.00,-8.88,-3.38,-52.75
321083.0488204956,2.58,-1.32,9.34,-0.06,0.06,0.06,-8.88,-3.00,-53.06
321399.8091220856,2.58,-1.31,9.36,0.00,0.19,0.13,-8.06,-3.38,-53.06
321718.62721443176,2.57,-1.31,9.32,0.00,-0.19,0.06,-8.88,-2.25,-52.75
322038.37156295776,2.57,-1.31,9.36,0.00,-0.25,0.00,-8.88,-3.75,-53.06
322354.7694683075,2.57,-1.31,9.38,-0.06,0.00,0.00,-8.50,-2.56,-55.06
322671.5521812439,2.59,-1.32,9.35,0.19,0.19,0.00,-8.06,-3.75,-52.38
322990.96488952637,2.57,-1.32,9.34,0.13,0.19,-0.06,-8.50,-3.75,-53.88
323307.9490661621,2.57,-1.32,9.35,-0.06,-0.13,0.06,-9.25,-3.38,-53.88
323624.6838569641,2.58,-1.30,9.35,0.00,0.19,0.00,-9.25,-4.06,-53.88
323942.8288936615,2.57,-1.31,9.33,0.06,0.00,0.00,-8.88,-3.75,-52.75
324260.12444496155,2.58,-1.30,9.35,-0.06,0.06,-0.06,-8.88,-2.56,-53.56
324577.2762298584,2.58,-1.29,9.37,0.00,-0.06,0.00,-8.88,-3.75,-52.75
324895.4269886017,2.59,-1.31,9.36,-0.13,0.19,0.00,-9.25,-3.38,-52.38
325212.5782966614,2.58,-1.30,9.35,0.00,-0.06,0.00,-9.25,-4.06,-53.06
325529.73103523254,2.57,-1.30,9.36,0.13,-0.06,0.00,-8.88,-2.56,-52.75
325847.8813171387,2.57,-1.33,9.35,0.00,0.06,-0.06,-8.50,-2.56,-53.56
326166.02993011475,2.58,-1.32,9.38,-0.06,-0.19,0.00,-9.25,-3.38,-53.88
326482.18536376953,2.58,-1.32,9.37,0.13,0.00,-0.06,-8.88,-3.75,-52.38
326801.33271217346,2.59,-1.32,9.35,-0.06,-0.06,0.00,-9.25,-4.06,-52.75
327117.48695373535,2.59,-1.31,9.37,0.06,-0.13,0.00,-8.88,-2.56,-52.75
327434.64040756226,2.57,-1.32,9.35,0.00,-0.13,-0.06,-9.25,-3.75,-53.56
327753.7865638733,2.57,-1.32,9.36,-0.06,-0.06,-0.06,-8.88,-2.56,-52.75
328071.9368457794,2.57,-1.29,9.35,0.00,0.19,-0.06,-8.06,-3.38,-52.75
