t,Ax,Ay,Az,Bx,By,Bz,h
918.5447692871094,80
935.4994297027588,-6,0,16,24,-95,-98,179.78
951.4656066894531,-5,-3,13,-6,-107,-101,180.04
968.421220779419,-4,-3,11,-42,-105,-100,180.48
981.4286231994629,-3,-4,9,-83,-98,-101,180.30
997.4908828735352,0,-1,6,-126,-86,-99,180.39
1013.5152339935303,0,0,6,-146,-76,-98,180.66
1029.5062065124512,2,0,6,-167,-64,-96,179.60
1045.4597473144531,2,-1,7,-179,-64,-96,180.39
1059.391736984253,2,-3,9,-203,-66,-92,180.30
1075.3483772277832,2,-3,9,-218,-69,-90,180.66
1091.3317203521729,2,-2,7,-242,-50,-85,179.95
1107.2940826416016,2,-1,5,-261,-52,-81,180.30
1120.2290058135986,3,0,2,-292,-40,-74,180.30
1137.1829509735107,3,-1,2,-306,-28,-68,180.56
1153.1398296356201,2,-3,0,-328,-23,-57,179.86
1169.137954711914,2,-3,0,-342,-9,-51,179.60
1185.0953102111816,2,-3,-4,-354,7,-39,181.36
1198.0204582214355,2,-3,-5,-350,9,-32,179.60
1214.9755954742432,1,-6,-8,-350,29,-18,181.09
1230.9339046478271,0,-8,-11,-335,57,-6,179.95
1246.9351291656494,0,-8,-14,-316,65,0,180.30
1262.8846168518066,0,-6,-17,-280,72,10,180.04
1275.8126258850098,-1,-5,-18,-258,69,14,180.21
1292.7672863006592,0,-4,-19,-251,79,16,179.34
1308.725118637085,-1,-6,-19,-237,79,18,180.74
1324.7184753417969,-1,-12,-17,-230,81,20,179.69
1340.6927585601807,-1,-13,-17,-227,84,20,179.95
1353.6205291748047,-1,-10,-17,-227,86,20,180.39
1370.5742359161377,-1,-7,-18,-227,86,17,179.69
1386.5947723388672,-1,-6,-16,-249,84,14,180.48
1402.5869369506836,-1,-7,-14,-254,84,12,180.39
1418.5447692871094,0,-8,-11,-282,79,7,180.39
1431.5543174743652,1,-5,-9,-309,69,0,179.69
1447.669267654419,1,-4,-8,-314,65,-3,180.74
1463.625431060791,1,-4,-6,-328,45,-14,180.74
1480.5409908294678,1,-4,-5,-338,45,-19,180.74
1496.762752532959,3,-4,-3,-345,24,-29,180.39
1509.78422164917,3,-4,-2,-352,17,-34,180.04
1525.7902145385742,4,-4,-1,-345,2,-44,180.21
1541.7773723602295,3,-4,-1,-347,-2,-48,179.51
1557.739019393921,2,-1,0,-330,-23,-57,180.83
1573.6932754516602,2,-1,0,-326,-33,-63,180.48
1587.6867771148682,2,0,3,-302,-50,-74,180.48
1603.7025451660156,2,-1,5,-282,-64,-79,180.66
1619.6911334991455,1,-4,9,-242,-78,-84,179.69
1635.779619216919,0,-4,10,-218,-88,-89,178.90
1651.728868484497,-2,-2,11,-172,-107,-95,179.69
1664.6640300750732,-4,1,12,-119,-119,-97,180.39
1681.6189289093018,-5,3,13,-95,-119,-99,180.21
1697.5758075714111,-4,4,15,-47,-117,-98,180.21
1713.5684490203857,-5,4,17,-23,-117,-99,179.69
1729.5258045196533,-5,3,18,2,-126,-95,180.74
1743.4544563293457,-4,2,19,12,-129,-95,179.34
1759.4106197357178,-5,1,17,14,-141,-96,180.30
1775.3686904907227,-4,0,16,9,-143,-96,180.30
1791.36323928833,-3,0,13,-16,-141,-95,180.21
1807.3179721832275,-2,0,11,-26,-138,-97,179.25
1821.2461471557617,0,1,9,-54,-131,-98,180.39
1837.327480316162,0,1,8,-78,-126,-98,181.09
1853.3496856689453,0,0,9,-95,-122,-96,180.39
1869.3444728851318,0,-1,11,-102,-126,-94,179.51
1885.3020668029785,0,-1,12,-112,-131,-96,180.21
1898.2281684875488,0,0,13,-124,-117,-95,179.34
1915.1854515075684,0,0,12,-124,-126,-93,180.39
1931.1425685882568,0,1,11,-150,-119,-95,180.74
1947.1361637115479,0,1,10,-170,-105,-92,181.80
1963.092565536499,0,0,8,-206,-100,-87,179.95
1977.0197868347168,0,0,7,-227,-102,-84,181.09
1992.2945499420166,0,-1,5,-261,-88,-77,181.45
2009.2148780822754,1,-1,3,-285,-83,-71,180.56
2025.1715183258057,1,-1,0,-318,-66,-60,180.04
2041.1624908447266,1,-2,-1,-338,-50,-49,180.74
2054.094076156616,1,-2,-3,-347,-35,-39,180.74
2071.049928665161,0,-3,-6,-354,-18,-26,180.39
2087.0068073272705,0,-4,-7,-347,-4,-17,180.04
2102.9696464538574,-1,-5,-12,-323,17,0,180.39
2118.9565658569336,-2,-6,-14,-306,24,4,181.45
2131.8864822387695,-2,-5,-17,-263,38,14,179.78
2147.8805541992188,-2,-5,-18,-251,43,19,180.39
2163.8851165771484,-1,-3,-17,-232,36,18,181.18
2180.889129638672,-1,-4,-16,-222,38,20,179.88
2196.8820095062256,-3,-9,-15,-213,24,18,179.88
2209.8119258880615,-5,-11,-15,-215,33,17,180.83
2225.803852081299,-5,-10,-19,-196,33,20,180.57
2241.8129444122314,-3,-6,-19,-177,45,24,180.92
2257.906913757324,-3,-4,-19,-165,48,24,180.13
2274.864912033081,-4,-5,-18,-186,53,24,180.48
2287.788152694702,-5,-7,-15,-198,53,23,180.48
2303.9145469665527,-3,-8,-11,-232,62,18,181.27
2319.9102878570557,-2,-7,-11,-242,60,15,180.23
2335.8676433563232,-1,-3,-11,-278,55,9,180.13
2352.7896404266357,-1,-2,-11,-292,53,6,180.48
2365.7491207122803,0,-2,-10,-306,48,0,179.52
2381.706476211548,0,-3,-9,-316,43,-5,180.83
2397.698402404785,0,-7,-6,-338,33,-16,180.57
2413.655996322632,0,-7,-5,-345,29,-21,180.04
2430.6070804595947,0,-4,-4,-357,14,-35,180.75
2443.5412883758545,0,-1,-3,-347,-9,-48,180.57
2459.498405456543,0,-2,-2,-347,-14,-56,180.57
2475.4867553710938,-3,-1,0,-314,-33,-68,180.57
2491.4441108703613,-3,0,1,-294,-52,-75,180.13
2507.5337886810303,-5,2,4,-244,-66,-88,180.39
2521.465539932251,-6,2,7,-215,-78,-93,181.09
2537.4233722686768,-10,0,12,-131,-100,-98,180.04
2553.478002548218,-12,0,15,-88,-105,-98,180.30
2569.4260597229004,-13,0,19,-18,-119,-99,180.39
2586.353063583374,-13,1,19,12,-124,-95,180.57
2599.318742752075,-13,2,19,62,-124,-92,180.92
2615.2753829956055,-12,2,19,72,-129,-90,180.74
2631.3438415527344,-10,1,19,74,-124,-92,178.99
2647.296190261841,-9,0,16,55,-131,-93,180.39
2663.292169570923,-8,0,14,43,-131,-94,180.92
2676.2189865112305,-7,-1,11,0,-124,-97,181.18
2693.330764770508,-6,-2,10,-16,-112,-98,181.09
2709.4130516052246,-4,-1,8,-62,-100,-99,179.60
2725.468873977661,-4,-1,8,-66,-98,-98,180.04
2741.530179977417,-4,0,9,-95,-88,-101,179.34
2754.458427429199,-4,0,10,-100,-78,-101,180.39
2770.451307296753,-2,0,11,-117,-71,-101,180.13
2787.370443344116,-1,0,12,-134,-74,-101,181.18
2803.3697605133057,-3,-1,11,-162,-64,-95,180.83
2819.324493408203,-3,-2,10,-189,-59,-95,180.39
2832.2505950927734,-4,-1,6,-244,-47,-86,181.09
2848.236322402954,-3,1,0,-292,-21,-71,180.30
2865.3507232666016,-2,3,-2,-314,-16,-62,180.74
2880.4147243499756,-2,3,-8,-347,2,-44,180.04
2897.3684310913086,-2,0,-9,-352,12,-33,180.48
2910.2978706359863,-4,-8,-10,-345,50,-15,181.62
2926.253318786621,-5,-9,-12,-328,62,-6,180.23
2942.2926902770996,-3,-4,-17,-292,74,9,181.45
2959.2490196228027,-4,-3,-18,-270,72,14,180.48
2975.241184234619,-8,-5,-19,-244,86,17,180.39
2988.1720542907715,-14,-11,-19,-232,96,21,180.39
3004.1275024414062,-10,-16,-19,-184,125,27,179.78
3021.083354949951,-3,-5,-19,-165,122,29,179.78
3037.0399951934814,-3,0,-19,-162,122,27,180.23
3053.0285835266113,-4,1,-18,-186,101,24,180.23
3068.993330001831,-6,-5,-12,-210,89,21,180.57
3081.921100616455,-4,-19,0,-261,69,12,180.57
3098.8755226135254,-1,-17,1,-282,65,10,180.40
3114.9940490722656,1,6,-7,-302,50,6,180.57
3130.995273590088,3,11,-10,-304,26,6,180.04
3146.944046020508,2,1,-11,-299,38,6,180.92
3159.9416732788086,1,-7,-9,-299,60,4,180.49
3175.9824752807617,0,-13,-13,-287,74,7,180.83
3192.0340061187744,0,-11,-16,-285,86,6,181.10
3209.014415740967,0,-6,-19,-287,89,4,180.57
3225.1157760620117,-1,-6,-17,-306,79,-2,180.48
3238.1882667541504,-3,-6,-14,-321,69,-6,180.57
3254.145383834839,-5,-5,-7,-345,41,-28,180.57
3270.2224254608154,-6,-4,-3,-347,26,-38,180.83
3286.2281799316406,-5,0,1,-340,0,-61,180.48
3299.2379665374756,-6,-1,4,-316,-16,-72,180.91
3315.1955604553223,-6,-1,10,-261,-42,-86,180.39
3332.1497440338135,-5,0,13,-225,-52,-93,180.23
3348.156452178955,-3,0,16,-158,-69,-98,179.78
3364.1507625579834,-2,1,16,-131,-69,-101,181.27
3380.1066875457764,-2,0,17,-86,-81,-102,180.21
3394.0341472625732,-3,0,17,-69,-83,-101,180.48
3410.1176261901855,-2,0,15,-66,-95,-100,180.57
3426.075220108032,-1,0,12,-62,-88,-102,180.74
3442.1465396881104,-1,0,11,-54,-81,-101,180.92
3458.146572113037,0,-2,11,-64,-83,-103,180.57
3471.2493419647217,0,-3,12,-62,-88,-101,180.23
3487.244129180908,0,-3,13,-57,-93,-102,180.30
3503.2050609588623,0,-2,12,-59,-93,-100,180.39
3520.117998123169,0,0,12,-59,-86,-102,180.39
3536.288022994995,0,0,13,-57,-81,-102,180.92
3549.215316772461,-1,0,14,-57,-78,-101,180.48
3565.2709007263184,-1,0,15,-59,-81,-102,180.83
3581.3848972320557,-2,0,14,-66,-78,-101,180.39
3597.419500350952,-1,0,14,-83,-81,-102,179.69
3613.5153770446777,-1,-1,12,-98,-74,-102,180.04
3627.434492111206,-1,-1,11,-136,-74,-99,180.48
3643.393039703369,-1,-1,11,-150,-74,-98,180.13
3659.3892574310303,0,-1,9,-182,-62,-94,180.83
3675.4236221313477,0,-1,8,-210,-59,-88,180.39
3691.423177719116,0,-1,5,-249,-38,-81,179.43
3704.3497562408447,0,-1,4,-275,-38,-77,180.48
3721.3053703308105,1,-1,1,-311,-21,-65,179.78
3737.295627593994,1,-1,-1,-330,-9,-56,180.48
3753.258228302002,0,-2,-5,-350,19,-39,180.39
3769.2158222198486,0,-4,-8,-352,26,-29,181.09
3782.1438312530518,0,-5,-12,-333,53,-14,180.39
3799.180269241333,0,-6,-14,-321,65,-5,180.39
3815.131902694702,0,-7,-16,-297,77,5,180.48
3831.125497817993,1,-7,-15,-275,79,13,180.40
3847.083330154419,2,-7,-15,-270,79,15,180.48
3860.0103855133057,2,-4,-12,-266,74,14,180.57
3876.9662380218506,2,-3,-10,-268,65,15,181.18
3892.922878265381,2,-4,-6,-273,60,12,180.48
3908.9176654815674,2,-4,-4,-282,53,11,180.57
3924.938917160034,1,-2,-3,-294,50,9,180.48
3937.9141330718994,0,-2,-4,-292,43,12,179.96
3953.9096355438232,-8,-5,-12,-256,69,21,180.23
3970.9091186523438,-8,-4,-18,-232,86,25,179.78
3987.022638320923,-5,-2,-19,-182,108,32,179.78
4003.1325817108154,-4,-3,-19,-170,125,36,179.88
4016.056537628174,-4,-7,-19,-155,132,39,180.75
4033.0095291137695,-6,-12,-17,-165,115,34,180.66
4048.013210296631,-7,-13,-14,-177,113,32,180.57
4064.9266242980957,-6,-9,-11,-210,96,24,180.66
4080.921173095703,-5,-4,-12,-220,91,21,179.88
4093.848705291748,-2,3,-14,-251,91,16,180.13
4109.891653060913,-2,3,-14,-261,84,11,180.23
4125.932455062866,-1,-2,-9,-292,79,2,180.66
4142.062664031982,-1,-5,-7,-304,84,0,180.48
4158.98323059082,0,-7,-4,-323,72,-12,180.92
4171.946048736572,1,-9,-2,-335,74,-18,180.05
4187.904119491577,2,-8,-1,-347,60,-29,179.78
4203.948259353638,2,-4,-3,-347,45,-35,180.23
4219.990253448486,2,0,-5,-352,29,-43,179.69
4236.908197402954,0,0,-3,-342,14,-54,180.48
4249.935865402222,0,-2,-1,-335,7,-60,180.83
4265.892505645752,0,-4,3,-299,-11,-77,180.48
4281.948566436768,-1,-4,6,-275,-23,-81,180.66
4297.901153564453,-3,-2,10,-218,-47,-94,181.18
4313.944578170776,-4,-1,12,-184,-59,-96,179.08
4326.977252960205,-6,0,15,-119,-74,-101,180.83
4343.931436538696,-7,0,16,-90,-83,-101,180.39
4359.888553619385,-9,1,18,-26,-78,-100,180.39
4376.096248626709,-9,1,19,-9,-88,-101,179.78
4392.074346542358,-8,2,19,26,-86,-100,179.34
4405.139446258545,-7,1,19,33,-83,-99,179.69
4421.216726303101,-6,0,18,26,-83,-100,180.57
4437.174558639526,-5,-1,15,0,-93,-100,179.78
4454.0910720825195,-4,-2,14,-23,-95,-100,180.48
4470.088243484497,-2,-2,10,-64,-93,-100,180.57
4483.014822006226,-1,-2,8,-88,-88,-99,180.74
4499.009132385254,0,-1,6,-131,-76,-99,180.92
4514.9664878845215,0,-1,6,-146,-69,-99,178.99
4531.883239746094,2,-1,8,-162,-64,-95,179.69
4548.043251037598,2,-2,8,-179,-57,-96,180.13
4561.110258102417,2,-3,10,-198,-52,-93,180.30
4577.067136764526,2,-3,9,-215,-50,-92,180.39
4593.0681228637695,2,-2,7,-239,-35,-86,180.39
4609.020471572876,2,-1,6,-254,-30,-84,180.39
4624.978542327881,3,0,2,-285,-14,-75,180.57
4637.947559356689,3,0,0,-323,0,-64,180.39
4655.106544494629,3,-1,-1,-326,0,-58,179.69
4671.064138412476,3,-4,-2,-345,19,-45,179.69
4687.063694000244,3,-4,-4,-347,31,-40,181.18
4699.985027313232,3,-4,-7,-347,38,-29,180.30
4715.943813323975,3,-4,-8,-352,53,-24,180.30
4732.120513916016,3,-5,-8,-342,65,-11,179.52
4749.029874801636,3,-7,-8,-328,74,-6,181.18
4765.1917934417725,2,-6,-10,-318,77,-2,179.88
4778.13196182251,2,-5,-10,-304,84,1,180.57
4794.1272258758545,2,-3,-11,-302,81,6,180.57
4810.225009918213,2,-3,-10,-299,81,7,180.40
4826.173782348633,1,-5,-8,-290,81,11,180.13
4842.297554016113,1,-5,-8,-287,86,12,179.88
4855.308055877686,-2,-9,-11,-268,93,18,180.57
4872.35426902771,-4,-8,-17,-237,117,26,179.43
4888.359308242798,-4,-5,-19,-225,113,29,180.57
4904.4342041015625,-1,0,-19,-191,125,32,179.88
4920.365333557129,-1,0,-19,-191,129,32,180.75
4933.384656906128,-2,-9,-15,-203,115,30,180.83
4950.432538986206,-2,-12,-12,-213,113,27,181.01
4966.482400894165,-2,-12,-8,-227,103,23,179.62
4982.5263023376465,-1,-7,-9,-232,103,21,180.23
4998.523235321045,-1,0,-13,-239,91,17,180.57
5014.53161239624,-1,0,-14,-254,91,17,180.23
5027.591228485107,-1,-4,-14,-258,96,15,180.57
5043.586254119873,0,-6,-13,-275,96,8,181.09
5059.672117233276,0,-7,-11,-282,89,5,179.96
5076.5814781188965,0,-7,-8,-316,93,-3,180.39
5088.759422302246,0,-7,-6,-321,86,-9,180.23
5105.711460113525,1,-5,-3,-333,72,-24,179.78
5121.668577194214,1,-4,-3,-347,55,-30,180.83
5137.751817703247,2,-1,-1,-350,36,-45,180.48
5154.051065444946,1,-1,0,-347,21,-48,180.48
5167.072772979736,2,-1,2,-333,5,-63,180.39
5183.043479919434,2,-1,4,-318,-4,-66,180.23
5199.111700057983,2,-2,6,-294,-28,-77,179.34
5215.070724487305,1,-3,8,-273,-38,-81,179.88
5232.024431228638,0,-2,10,-234,-54,-89,180.39
5244.951486587524,1,-1,10,-220,-62,-93,181.53
5260.916948318481,0,0,11,-179,-78,-93,180.74
5276.90863609314,-1,0,12,-148,-86,-98,180.39
5292.865991592407,-1,1,13,-131,-83,-100,179.69
5309.81707572937,0,1,14,-98,-95,-100,180.13
5322.743892669678,0,0,15,-81,-93,-100,180.39
5338.733673095703,-1,0,14,-76,-95,-101,180.30
5354.703664779663,-1,0,14,-71,-102,-99,180.04
5370.655298233032,-1,-1,14,-59,-98,-99,180.39
5387.610197067261,-2,-2,14,-64,-105,-99,179.69
5400.5842208862305,-2,-1,14,-66,-107,-100,180.39
5416.627645492554,-2,0,14,-66,-102,-99,180.39
5432.742357254028,-2,1,12,-76,-90,-101,179.34
5448.700428009033,-1,2,12,-81,-81,-102,179.69
5465.610980987549,-1,1,13,-98,-78,-100,180.39
5481.7633628845215,-1,-1,14,-110,-76,-101,180.30
5494.930028915405,-1,-2,14,-126,-83,-98,180.39
5510.887384414673,0,-2,12,-158,-71,-96,179.78
5526.884078979492,0,-2,10,-184,-64,-95,179.08
5542.840957641602,0,0,6,-234,-50,-87,180.04
5555.768728256226,0,0,4,-249,-40,-85,179.95
5572.721004486084,1,0,1,-290,-16,-75,180.39
5588.792085647583,1,-1,0,-311,-9,-66,179.69
5604.816198348999,2,-4,0,-330,9,-57,180.39
5620.746850967407,2,-5,-1,-338,17,-48,180.39
5633.726596832275,2,-4,-4,-354,38,-37,180.30
5649.798631668091,2,-3,-5,-354,43,-32,180.56
5666.712999343872,2,-6,-5,-342,62,-20,181.09
5682.670831680298,1,-7,-7,-330,77,-9,180.39
5698.668003082275,1,-6,-8,-330,81,-5,179.88
5711.6029262542725,0,-3,-11,-306,86,5,180.39
5727.6976108551025,0,-2,-12,-294,84,5,179.88
5743.75581741333,-1,-3,-11,-275,84,12,180.04
5759.811639785767,-3,-5,-11,-273,91,12,180.23
5776.932716369629,-15,-15,-15,-244,117,22,180.39
5790.008783340454,-14,-14,-19,-218,134,26,179.69
5806.035041809082,-7,-5,-19,-160,161,35,180.04
5822.03483581543,-4,-3,-19,-148,170,33,180.57
5837.989330291748,-5,0,-19,-143,168,30,180.39
5854.093313217163,-9,-9,-15,-174,144,29,180.74
5871.022939682007,-10,-16,-9,-203,122,25,180.74
5883.9733600616455,-5,-19,-2,-251,108,15,180.48
5899.928331375122,-4,-17,-2,-273,105,10,180.57
5915.93074798584,-1,5,-11,-299,93,3,181.09
5931.985855102539,0,12,-13,-299,74,0,181.09
5948.904752731323,0,6,-11,-318,65,-7,181.45
5961.9200229644775,0,-2,-7,-323,62,-12,180.30
5977.931022644043,2,-13,-1,-335,72,-21,180.48
5993.93105506897,2,-13,-1,-338,74,-23,181.09
6009.888648986816,3,-7,-3,-345,62,-33,180.04
6025.852918624878,3,-5,-4,-347,53,-36,180.74
6039.76583480835,2,-3,-4,-347,33,-44,179.95
6055.7239055633545,1,-2,-2,-340,24,-55,180.39
6071.724653244019,1,-1,-1,-333,9,-60,180.21
6087.678909301758,0,-2,1,-306,-11,-74,181.01
6103.635549545288,-1,-3,3,-290,-16,-78,180.39
6117.558240890503,-4,-3,8,-242,-42,-89,178.81
6133.51583480835,-5,-3,9,-198,-50,-94,180.30
6149.513244628906,-8,-1,13,-136,-62,-101,179.51
6165.470361709595,-9,0,14,-93,-71,-102,180.30
6181.479454040527,-9,1,18,-14,-66,-103,180.04
6195.4004764556885,-10,1,19,14,-71,-102,180.30
6211.42053604126,-9,1,19,72,-71,-99,180.56
6227.433919906616,-8,0,19,74,-74,-95,180.56
6243.5548305511475,-9,0,19,79,-86,-96,180.39
6259.511947631836,-7,0,15,53,-83,-99,180.39
6272.437572479248,-6,0,13,33,-81,-101,180.30
6288.44141960144,-4,-2,10,-2,-81,-100,180.21
6305.34815788269,-3,-2,9,-30,-74,-102,180.39
6321.410417556763,-1,-4,8,-74,-78,-101,179.86
6337.417364120483,0,-4,8,-88,-74,-101,179.95
6350.425481796265,0,-3,8,-114,-64,-102,180.39
6366.441488265991,0,-2,8,-122,-57,-101,180.21
6383.355379104614,0,-1,9,-143,-54,-98,180.30
6399.384260177612,1,-1,10,-150,-47,-99,180.21
6415.472745895386,1,-1,10,-172,-42,-96,180.21
6428.396701812744,1,-1,9,-191,-40,-95,180.21
6444.477319717407,1,-1,7,-220,-33,-92,180.12
6460.433721542358,1,-2,4,-261,-14,-83,180.39
6477.347135543823,1,-2,3,-280,-6,-76,180.04
6489.315986633301,2,-2,0,-316,5,-64,180.91
6506.270170211792,2,-2,-2,-328,14,-57,180.21
6522.26448059082,2,-5,-4,-347,29,-44,180.39
6538.226127624512,2,-5,-5,-345,43,-38,180.12
6555.139780044556,2,-7,-6,-350,65,-27,179.86
6568.105459213257,3,-7,-7,-350,74,-24,179.86
6584.249973297119,3,-7,-8,-333,77,-12,179.95
6600.204944610596,3,-7,-7,-328,81,-10,180.21
6616.204738616943,2,-5,-8,-314,91,-3,179.34
